labels	text	clf
O O O O O O O O O O O O O O O O O O O O O	Эти попытки свалить вину на американцев , были не только не корректными , но и не способствовали выяснению истинных причин произошедшего	True
O O O O O O O O O O O O O O O O O O O O O O O	Как выяснилось , истинной причиной были ошибки в проектировании кабельных соединений , и об этом не было упоминаний в российских средствах массовой информации	True
O O O O O O O O O O O O O	Русские не дают простых объяснений слухам и предположениям , а начинают поиски врагов	True
O O O O O O O O O O O B_PER I_PER	Например , 27 декабря прошлого года возник слух о возможной отставке Анатолия Перминова	False
O O O O O O O O O O O O O O O O O O O O O O O	Он объясняет : « Этот слух распространяется средствами информации , которые были спровоцированы определёнными коммерческими структурами , заинтересованными в некоторых предприятиях космической отрасли	True
O O O O O	Мы находимся под постоянным давлением	True
O O O O O O	Идёт борьба за деньги и власть	True
O O O O O O O O O O O	Миллиардные потоки долларов , не рублей , обходят эти структуры »	True
O O B_ORG O O O	Высказывания представителей Роскосмоса напоминают советский стиль	False
O O O O O O O O O O O O	Плохие новости не сообщаются своему населению , а тем более потенциальным заказчикам	True
O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O B_ORG	С начала 90-х годов , готовясь к совместному проекту « Шаттл — Мир » и , предвидя возможное участие в проекте МКС , русские стали делиться информацией с НАСА	False
O O O O O O	Однако часто это информация оказывалась неполной	True
O O O O O O O O O O O O O	Например , никогда не сообщалось о пожарах на борту корабля « Союз »	True
O O O O O	Фактически было несколько таких инцидентов	True
O O O B_ORG O O O O O O O O O O O O O O O O O O O O O	Полной неожиданностью для НАСА стал инцидент , возникший в феврале 1997 года и , который угрожал жизни американского астронавта на борту станции « Мир »	False
O O O O O O O B_ORG O B_ORG O O O O O O O O O O O O O O O O O	Значительно отличаются друг от друга официальные доклады НАСА и Роскосмоса о полётах кораблей , начиная с « Союз ТМ-2 » и до корабля « Союз ТМ-15 »	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Русские отчёты зачастую формальны , в то время как во время полёта возникает множество различных ситуаций , в которые вовлечены и экипаж и наземные службы , зачастую возникают ситуации , угрожающие жизни космонавтов	True
O O O O O O O O O O O O O O O O O O O O B_LOC	Говорят , что приземление корабля « Союз ТМА-11 » , это только третий баллистический спуск за всю историю полётов к МКС	False
O O O O O O O O O O O O O O O O	Однако , эти три баллистических спуска произошли с новой модификацией корабля « Союз » — ТМА	True
O O O O O O	Эти корабли летают с 2002 года	True
O O O O O O O O O O O	Перед этим был также спуск корабля ТМ с очень большими перегрузками	True
O O O O O B_LOC O O B_PER I_PER	На этом корабле возвращался на Землю первый турист Денис Тито	False
O O O O O O	Тогда всё списали на ошибки экипажа	True
O B_ORG O O O O O O B_LOC O O O O O O O O O O O	Менеджеры НАСА обсуждают варианты эвакуации своего астронавта с МКС на шаттле « Дискавери » STS-124 , который стартует 31 мая	False
O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O B_LOC	Дискуссия вызвана сомнениями в безопасности российского корабля « Союз ТМА-12 » , который в настоящее время пристыкован к МКС и должен быть использован в качестве спасательного корабля в случае непредвиденных обстоятельств на станции	False
O O O O O O O O O O O O O O O O O O O	Сомнения в надежности корабля « Союз » возникли после неожиданного спуска по баллистической траектории корабля « Союз ТМА-11 »	True
O O O O O O O O O O O O O	В настоящий момент специалисты продолжают расследование причин перехода корабля на баллистическую траекторию спуска	True
O O O O O O O O O O O O O O O O O O	Американцы сомневаются , что это расследование будет закончено к 31 мая , дате старта шаттла « Дискавери »	True
O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O O O O O	Американцы хотели бы иметь уверенность в том , что американский астронавт , входящий в состав семнадцатой экспедиции МКС , имеет надежный спасательный корабль	False
O O O O O O O O O O O B_PER I_PER O B_PER I_PER O O O O O B_PER I_PER O B_PER I_PER O O B_ORG I_ORG	На шаттле « Дискавери » STS-124 на станцию должен прилететь астронавт Грегори Чамитофф ( Gregory Chamitoff ) , который должен заменить Гаррета Рейсмана ( Garrett Reisman ) в экипаже МКС	False
O O O O O O B_PER O O O B_LOC O O B_PER O O B_LOC O O	Американцы рассматривают возможность того , что Чамитофф не полетит на МКС , а Рейсман вернется на землю на шаттле	False
O O B_ORG I_ORG O O O O O O O O O O O	То есть экипаж шаттла при старте — 6 астронавтов , при приземлении — 7 астронавтов	False
O O O O B_PER O O O O B_ORG I_ORG O O O O O O O O O B_LOC O O B_PER O B_ORG O O O O O O	Или , всё-таки , Чамитофф летит на шаттле ( экипаж шаттла при старте — 7 астронавтов ) и возвращается на землю вместе с Рейсманом ( экипаж при приземлении — 8 астронавтов )	False
O O O O O O O O O O O O O O O O O O O O B_ORG O O O O O O	Эти два варианта , которые называются 6 вверх / 7 вниз и 7 вверх / 8 вниз , обсуждаются в НАСА со среды ( 14 мая )	False
O O O O O O O O O O O O	Специалисты склоняются ко второму варианту ( 7 вверх / 8 вниз )	True
O O O O O O O B_LOC O O	Если потребуется , шаттл способен вернуть на землю 10 астронавтов	False
O O O O O O O O O O O O O O O O O O O O O O	Американцы рассматривают также возможность задержки старта « Дискавери » STS-124 вплоть до окончания расследования причин баллистического спуска корабля « Союз ТМА-11 »	True
O O O O O O O O O O B_LOC O O O O O B_PER I_PER O B_PER I_PER O O O O O O O O O O O O O O O O O O O O	В случае , если американцы эвакуируют своего астронавта , на МКС останутся два российских космонавта : Сергей Волков и Олег Кононенко , которые , в случае непредвиденных обстоятельств , воспользуются кораблем « Союз ТМА-12 » , в надежности которого сомневаются американцы	False
O O O O O O O O O O O O O O O O O O O O	Следующий , после « Дискавери » STS-124 , полет шаттла запланирован на ноябрь — это полёт « Индевор » STS-126	True
O O O O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O	Скорей всего в октябре ( Хотя НАСА официально ещё не объявил о переносе даты старта « Атлантиса » с августа на октябрь , но это уже почти решенное дело	False
O O O O O O O O O	Эта отсрочка связана с задержками изготовления внешних топливных баков	True
O O O O O O O	) состоится полёт « Атлантис » STS-124	True
O O O O O O O O O O O O O O O B_LOC	Это полёт по обслуживанию телескопа Хаббл , то есть « Атлантис » не полетит к МКС	False
O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER	Старт следующего российского корабля « Союз ТМА-13 » назначен на 12 октября , а котором на станцию должен отправиться очередной турист — американец Ричард Гэрриотт	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	В связи с продолжающимся расследованием , на август - сентябрь перенесена перестыковка корабля « Союз ТМА-12 » со стыковочного узла на модуле « Пирс » к стыковочному узлу на модуле « Заря »	True
O O O O O O	Ранее перестыковка планировалась на 7 мая	True
O O O O O O O O O B_LOC B_PER I_PER O O O O O O O O O O O O O O O	В ответ на сомнения американцев руководитель полета российского сегмента МКС Владимир Соловьев заявляет , что возвращение космонавтов на землю на корабле « Союз ТМА-12 » будет безопасным	False
O B_ORG B_PER I_PER O O O O O O O O O O	Глава Роскосмоса Анатолий Перминов заявил , что результаты расследования будут известны к 30 мая	False
B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O	Сборная России , обыграв канадцев со счётом 4 : 5 ( ОТ ) , выиграла чемпионат мира по хоккею ! Последний раз Россия выигрывала мировое первенство 15 лет назад	False
O B_PER I_PER O B_ORG O O O O	Премьер-министр Владимир Путин поздравил сборную и болельщиков с победой	False
O O O O O O O O O B_PER O B_PER O B_PER O O O O O O O O O B_PER O B_PER O B_PER O O O O O O O O O B_PER O O O O O O O O B_PER O B_PER I_PER I_PER O B_PER O O O O O O O O O O O B_PER O B_PER O B_PER O O O O O O O O O O O B_PER O B_PER O O O O O O O O O B_PER O B_PER O B_PER O O O O O O O O O B_PER O B_PER O B_PER O O O O O O O O O B_PER O B_PER O B_PER O O O O O B_PER O B_PER	Отчёт • 0 : 1 — 01 : 23 Сёмин ( Овечкин , Фёдоров ) • 1 : 1 — 03 : 54 Бернс ( Рой , Грин ) • 2 : 1 — 09 : 17 Куниц • 3 : 1 — 14 : 51 Бернс ( Сен - Луи , Хитли ) , ГБ • 3 : 2 — 21 : 14 Сёмин ( Корнеев , Марков ) , ГБ • 4 : 2 — 29 : 56 Хитли ( Гецлаф ) • 4 : 3 — 48 : 55 Терещенко ( Сёмин , Тютин ) • 4 : 4 — 54 : 46 Ковальчук ( Прошкин , Радулов ) • 4 : 5 — 62 : 42 Ковальчук ( Федоров , Овечкин ) , ГБ Вратари : Уорд — Набоков	False
B_PER I_PER O O O O O O B_LOC I_LOC O O O O O O O O O O O O O	Виктору Буту впервые разрешили свидание с семьёй в тюрьме США Супруга « оружейного барона » рассчитывает , что теперь эти встречи станут регулярными	False
O O O O O O O O O O O B_PER I_PER O O O B_LOC O B_LOC O O O O O O B_LOC I_LOC I_LOC O O O O O O O B_ORG	В первый раз за два месяца с тех пор , как Виктор Бут был экстрадитрован из Таиланда в США , российскому бизнесмену , находящемуся в федеральной тюрьме Нью-Йорка , разрешили свидание с женой , сообщает NEWSru.com	False
O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O B_PER I_PER	« Вчера адвокат проинформировала меня , что тюремные власти наконец разрешили встречу , которая пройдет в понедельник днем , 24 января » , — рассказала Алла Бут	False
O O O O O O O O O O O O O O O O O O O O O O	« При этом свидание будет продолжаться три часа , а не как положено — в течение часа » , — добавила она	True
O O O O O O O O O O O O O O O O O O O B_PER O O O O O B_PER O O O B_PER O O O B_LOC O O O O O	Как пояснила жена российского бизнесмена , такое относительно длительное свидание ей разрешили , учитывая , что на встречу с Виктором прибудут также его 16-летняя дочь Лиза и 74-летняя мать Раиса , приехавшие в США в начале января 2011 года	False
B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG	Алла Бут пока не знает , будут ли и последующие свидания с мужем продолжаться по три часа , или это лишь разовое « снисхождение » тюремных властей	False
O O O O O O O O O O O O O O O O O O O O O O O O O O	Тем не менее супруга убеждена , что будущие встречи должны проходить « систематически , не реже одного раза в неделю и не менее одного часа »	True
B_PER I_PER O O O O O O O O O O O O	Алла Бут посетовала , что на свидание ей ничего не разрешили взять с собой	False
O O O O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O	« Утверждают , что это общепринятое правило , — пояснила она , — но ведь со времени экстрадиции мы не имели даже возможности поговорить с Виктором по телефону , и я не знаю , в чем он нуждается , какие у него проблемы »	False
B_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O	Бут рассказала , что супруга до сих пор « содержат в спецблоке для особо опасных преступников , поэтому никаких возможностей связаться с ним по телефону не было »	False
O B_PER I_PER O O O O O O O O B_PER I_PER	Интересы Виктора Бута на сегодняшний день представляет прежний федеральный адвокат — Сабрина Шрофф	False
O O O O B_PER O O O O O O O O O	Однако всё последнее время Виктор встречался с другими правозащитниками , предлагающими ему свои услуги	False
O O O O O O O O O O O O O O O O B_PER I_PER	« Это не значит , что он хочет поменять адвоката или недоволен ею , — пояснила Алла Бут	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	— Но мы пока не знаем ни здешней системы , ни всех юридических тонкостей , механизмов , законодательства , поэтому просто вынуждены собирать как можно больше информации от профессионалов »	True
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	В то же время супруга не исключила того , что « в определенной ситуации , связанной с финансовыми условиями и другими факторами , придётся воспользоваться помощью и других юристов »	True
O O O O O O O O O O O O O O O O O O O O B_PER O O O O B_PER O B_LOC O O O	В пятницу , 21 января , на досудебных слушаниях по делу российского бизнесмена , обвиняемого в незаконной торговле оружием , Алла впервые с момента экстрадиции Виктора из Таиланда сможет увидеть супруга	False
O O O O O O O O O O O O O O O O O O B_PER O O O O B_LOC O O O O	« Мы не виделись с 15 ноября и планируем все вместе , втроём — с дочкой и мамой Виктора , — прийти в суд , — сказала она	False
O O O O O O O O O O O	— По крайней мере пока нам никто этого не запрещал »	True
O O O O O O O O O O O O O O O O O O O O O B_ORG O O O O O O	По её словам , данное заседание будет носить скорее технический характер — стороны огласят свои намерения , подадут ходатайства , а суд определит примерные сроки подготовки к процессу	False
O O O O O O O O B_PER I_PER O O O O B_LOC O	В настоящее время супруга , дочь и мама Виктора Бута проживают в арендуемой в Нью-Йорке квартире	False
O O O O O O O O O O O O O O O O	Как долго они смогут находиться здесь , во многом будет зависеть от графика проведения судебного процесса	True
B_PER I_PER O O O B_LOC O O O O O O B_LOC	Виктор Бут был арестован в Бангкоке в марте 2008 года по запросу США	False
O O O O B_ORG I_ORG O B_PER O B_LOC	В ноябре 2010 года власти Таиланда экстрадировали Бута в США	False
O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG	Сейчас он содержится в следственном изоляторе федерального суда Южного округа Нью-Йорка	False
B_PER O O O O O O O O O O	Буту 17 ноября 2010 года были предъявлены обвинения из четырёх пунктов	False
O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Ему вменяется « преступный сговор с целью убийства граждан США » , « преступный сговор с целью убийства должностных лиц , находящихся на государственной службе » , « преступный сговор с целью приобретения и продажи зенитных ракет » и « преступной сговор с целью поставок оружия террористическим группировкам »	False
B_PER O O O O O O O O O O O O	Бут не признал себя виновным ни по одному из пунктов предъявленных ему обвинений	False
O O O O O O O O O O O O O	В случае осуждения 43-летнему россиянину грозит от 25 лет тюрьмы до пожизненного наказания	True
O O O B_PER O O O O O O B_ORG I_ORG O O O	В начале января Бут сообщил , что отверг предложенную ему американскими властями сделку со следствием	False
O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O B_LOC O O O	« Мне предлагали более мягкий приговор , меньший срок и возможность перевезти семью в США , если я расскажу всё , что знаю о своих связях в России и других странах	False
O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER	Но я ответил , что мне нечего им рассказать : я не знаю ничего о том , что их интересовало » , — сказал Виктор Бут	False
O O O O O O O O O O O O O B_ORG I_ORG O O O	Вместе с тем , по его словам , сейчас никакого давления со стороны американских властей он не ощущает	False
B_ORG I_ORG O O O O O O O O	Компания Microsoft согласилась открыть конкурентам некоторые коды операционной системы Windows	False
B_ORG O O O O O O O O O O	Microsoft предлагает покупать лицензии на использование кодов относящихся к работе сетей	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG	""" Мы предлагаем нашу самую ценную интеллектуальную собственность с тем , чтобы положить конец проблемам с совместимостью и продолжать обстоятельные дискуссии о сути этого вопроса "" , - сказал представитель Microsoft"	False
O O B_ORG I_ORG I_ORG O O O O O O O	В декабре комиссия Европейского союза пригрозила наложить штраф в размере 2 млн	False
O O O O B_ORG O O O O O O O O O O O	долларов в сутки на Microsoft , если не будут раскрыты коды интерфейса к операционной системе Windows	False
O O O O O O O B_ORG I_ORG O O O O B_ORG I_ORG	Окончательно ещё неясно , полностью ли удовлетворит комиссию ЕС предложение , которое сделала компания Microsoft	False
O O O O O O O O B_ORG	Непонятно также согласятся ли конкуренты платить за лицензии Microsoft	False
O O O O O O O O O O O O O O O O O O O O	Некоторые считают , что коды интерфейса это стандартное программное обеспечение , которое зашифровано только для того , чтобы противодействовать конкурентам	True
O B_ORG O O O O O O O	Представители Microsoft утверждают , что это их уникальные разработки	False
O O O O O O O O O O O O O	Некоторые считают , что другие фирмы просто не смогут разобраться в сложном коде	True
O O O O O O O O O O O O O O O O O O O O O O O O	« Они просто вывалят миллионы строк кода , и искать там то , что нужно для совместимости , равносильно поиску иголки в стоге сена	True
O O O O O O O O O O O B_PER I_PER O B_PER I_PER O	Даже самый опытный программист растеряется » , - говорит адвокат истцов Томас Винье ( Thomas Vinje )	False
B_ORG I_ORG O O O O O O O O O O O O O O	Правительство Кипра отмечает значительное увеличение корпоративных налоговых выплат , которые стали основным источником наполнения государственного бюджета	False
O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O	По итогам 2005 года доходы бюджета Кипра выросли на 11,7 процента в сравнении с аналогичным показателем прошлого года и составили 667,2 миллиона кипрских фунтов , значительно превысив прогноз правительства	False
O O O O O O O O O	Около трети бюджетных доходов обеспечены поступлениями от корпоративного налога	True
O O O O O O O O O O O O O	В прошедшем году они увеличились на 16 процентов до 237,6 миллиона кипрских фунтов	True
O O O O O O O O O O O O O O O O O O O O O O	Поступления от так называемого оборонного налога на корпоративные дивиденды и процентные выплаты по депозитам выросли на 24 процента до 111,2 миллиона фунтов	True
O O O O O O O O O O O	Такая динамика обусловлена , главным образом , устойчивым развитием оффшорного сектора	True
O O O O O O O O O O O O O O O O O O O	Вместе с тем на 10 процентов сократились выплаты налога на доходы налогоплательщиков , имеющих собственный бизнес ( self-employed )	True
O O O O O O O O O O O O O O O O O O O O O O	В прошлом году выяснилось , что лишь небольшая часть таких налогоплательщиков декларируют доходы , превышающие пороговое значение в 10 тысяч кипрских фунтов	True
B_ORG I_ORG O O O O O O	Кипрское правительство намерено ужесточить борьбу с подобными нарушениями	False
O O B_ORG I_ORG I_ORG I_ORG O B_PER I_PER I_PER O O O O O O O O O B_LOC O O O O O O	В интервью газете « Труд » академик Роальд Зиннурович Сагдеев назвал , сенсацию , поднятую вокруг добычи гелия-3 на Луне , не стоящей и выеденного яйца	False
O B_PER O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O	Академик Сагдеев сказал , что на недавно прошедших 30-х Королёвских чтениях тон задавали сторонники лунных проектов , которые доказывали , что добыча гелия-3 на Луне выгодная и перспективная задача	False
O O O O O O O O O O O O O O O	Считается , что термоядерные реакторы , работающие на гелии-3 , обеспечат человечество энергией на тысячелетия	True
O O O O B_LOC O O O O O O O O O O O O O O O O O	Планы создания базы на Луне к 2015 году и добыча и транспортировка гелия-3 , которые были представлены на чтениях — совершенно нереальны	False
O O O O O O O O O O O O	Да и гелий-3 понадобится не ранее чем через 80 — 100 лет	True
O B_PER O O O O O O O O O O O O O O	Академик Сагдеев сказал , что всё еще не существуют реакторы , работающие на дейтерии и тритии	False
O O O O O O O O O	Хотя , запасы дейтерия в морской воде практически неограничены	True
O O O O O O O O O O O O O O	Для создания термоядерного реактора , работающего на гелии-3 , понадобится ещё около 100 лет	True
O O O O O O O O O O O O O O O O O O B_PER	« Словом , построение гелиевого реактора — задача даже не XXI , а XXII века » — говорит Сагдеев	False
O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O	Поэтому планы создания базы на Луне и добыча там гелия-3 — это иллюзия : « На самом деле вся эта шумиха , связанная с предложением добывать гелий-3 на Луне , не стоит и выеденного яйца »	False
O B_PER O O O O O O O O O B_LOC O O O O O B_ORG I_ORG I_ORG O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O	Слова Сагдеева из интервью : « Когда о добыче гелия-3 на Луне рассказывает , например , руководитель РКК „ Энергия “ Николай Севастьянов , я внутренне улыбаюсь и даже где-то сочувствую такому увлеченному человеку , оказавшемуся , как это ни удивительно , в плену иллюзий »	False
O O O O O B_LOC I_LOC O O O O O O O O O	Реформа системы корпоративного налогообложения в Новой Зеландии будет проведена не ранее , чем через два года	False
O O O O O B_LOC I_LOC B_PER I_PER	Об этом заявил министр финансов Новой Зеландии Майкл Каллен	False
O O O O O O O O O O O O O O O O O O O O	По его словам , правительству необходимо время , чтобы провести консультации , подготовить необходимое законодательство и внедрить новые налоговые правила	True
B_PER O O O O O O O O O O O O O O	Каллен считает , что новая система корпоративного налогообложения начнет действовать с 1 апреля 2008 года	False
O O O O B_LOC I_LOC B_PER I_PER O O O O O O O O O O O O O O O O	Министр по государственным сборам Новой Зеландии Питер Данн подчеркнул , что правительство еще несколько месяцев назад приступило к пересмотру существующего налогового режима для компаний	False
O O O O O O O O O O O	Он опроверг предположения , что налоговую реформу решено отложить на будущее	True
O O B_PER O O O O O O O O	По словам Данна , некоторые наблюдатели неверно интерпретируют заявления министра финансов	False
O O B_ORG I_ORG I_ORG O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O	Между тем организация Business NZ , которая объединяет ведущие бизнес-ассоциации Новой Зеландии , выступила за ускоренное реформирование системы корпоративного налогообложения , отметив , что для выполнения этой задачи достаточно менее двух лет	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG B_PER I_PER	« Мы должны двигаться быстро , основываясь на хороших результатах уже проделанной работы … Снижение ставки корпоративного налога в кратчайшие сроки станет мощнейшим сигналом поддержки бизнес-сообщества » , — заявил глава Business NZ Фил О’Рейли	False
B_ORG I_ORG O O O O O B_LOC I_LOC O O B_ORG I_ORG I_ORG B_ORG O O O O O O O	Корпорация Philips подала заявку на сотрудничество с инноградом Сколково В рамках подмосковного инновационного центра компания собирается заняться производством светодиодов и медицинской техники	False
B_ORG I_ORG O O O O O O B_LOC I_LOC I_LOC O O O O O O O B_ORG I_ORG I_ORG I_ORG	Корпорация Philips всерьёз заинтересована в налаживании партнёрства с российской Кремниевой долиной и даже подала заявку на участие в проекте « Сколково »	False
O O B_LOC O O O B_ORG O O O O O O B_ORG I_ORG I_ORG	« В России мы встречались с Минэкономразвития , когда обсуждали наше участие в инновационном центре Сколково	False
O O O O O O O O O O O O O O O	Поскольку есть взаимная заинтересованность , процесс принятия решения по нашей заявке должен быть достаточно быстрым	True
O O O O O O O O O	Думаю , оно будет принято до конца текущего года	True
B_ORG O O O O O O O O O O B_LOC O O O B_ORG O O O O O O B_ORG O B_LOC O O B_LOC O O B_LOC O B_LOC B_PER I_PER	Philips достаточно плотно сотрудничает с инновационными центрами , например , в Голландии » , цитирует infox.ru директора по стратегии и развитию бизнеса Philips в России , на Украине , в Белоруссии и Казахстане Елену Сябренко	False
O O O O O B_ORG O O O O O	О размере предполагаемых инвестиций представитель Philips ничего конкретного говорить не стала	False
B_PER O O O O O O O O O B_ORG I_ORG O O B_LOC I_LOC	Сябренко также рассказала о том , чем бы хотела заняться корпорация Philips в рамках подмосковного иннограда	False
O O O O O O O O O B_LOC O O O O O O O O O O O O	В свете того , что к 2020 году в России решено увеличить энергоэффективность на 40 % , инвесторам интересно именно это направление	False
O O O O O O O O O O O B_LOC O O O O O O O O	« Я думаю , тема светодиодов очень активно будет развиваться в России в ближайшие 5 — 8 — 10 лет	False
O O O O O O O O O O O O O O O O O O O O B_PER	За светодиодами большое будущее в плане достижения тех параметров энергоэффективности , которые установлены в качестве целевых » , — уточнила Сябренко	False
O O O O O B_ORG O O O O B_LOC O O O	Кроме того , в перспективе корпорация хотела бы заняться в Сколково реализацией медицинских проектов	False
O O O O O O O O O O O O O O B_LOC	« Нам нужно немножко лучше понять , что в области медицины будет развито в Сколково	False
O O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O	Потому что если с энергоэффективностью , со светодиодами понятно , мы на эту тему достаточно хорошо поговорили с Минэкономразвития , то в том , как будет развита медицинская часть и в каких направлениях будут проводиться исследования и наработки в медицине , не всё понятно	False
O O O O O O O O B_ORG I_ORG O O O O O B_ORG	Нам нужно немножко больше информации получить от самого центра Сколково » , — отметила представитель Philips	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O O O O B_LOC O O O O O O O O O O O	Немецкий автомобильный концерн « Фольксваген » ( Volkswagen ) планирует построить в России завод , который будет выпускать до 250 000 автомобилей в год	False
O O O O B_LOC O O O O O O B_LOC	Завод планируется построить в Ступино , 110 км к югу от Москвы	False
O O O O B_ORG B_PER I_PER O B_PER I_PER O O O O O B_LOC O B_LOC O	Об этом заявил шеф концерна Бернд Пишетсридер ( Bernd Pischetsrieder ) на автомобильной ярмарке в Детройте ( США )	False
B_PER O O O O O O O O O O O B_ORG I_ORG I_ORG	Пишетсридер сказал , что до начала строительства завода ещё необходимо получить поддержку наблюдательного совета концерна	False
O O O O O O O O	Считается , однако , что поддержка будет получена	True
O O O O O O O O	Начало строительства может начаться ещё в этом году	True
O O O O O O O	Первоначально планируется сборка автомобилей из поставляемых комплектующих	True
O O O O O O O O O O	Через пять лет завод перейдет на собственное полное производство автомобилей	True
O O O O B_ORG O O O O O O O O O B_LOC	В настоящее время « Фольксваген » имеет 2 - 3 % рынка автомобилей в России	False
O O O O O O O O O O O O	С постройкой завода , доля автомобильного рынка должна возрасти до 10 %	True
O O O O O O O O O O O O O O O O O O O O O O O O O O	В первую очередь будут собираться автомобили « Шкода Октавия » ( Skoda Octavia ) , позже — европейский вариант автомобиля « Гол » ( Gol )	True
O O O O O O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Corus Chess Tournament 2006 В маленьком голландском городке Вейк-ан-Зее проводится традиционный шахматный турнир — « Шахматный турнир Корус » ( Corus Chess Tournament ) , который , на самом деле состоит из нескольких турниров — A , B , C и несколько турниров для любителей	False
O O O O O O O O O O O O O O O O O	Главный турнир — А , обычно собирает очень сильный состав и относится к категории « супертурниров »	True
O O O O O O O O O O O O	В этом году Corus Chess Tournament состоится с 13 по 29 января	True
O O O O O O O O O O O O O O O B_ORG	В главном турнире будут играть 14 гроссмейстеров , из них 6 из первой рейтинговой десятки ФИДЕ	False
O O O O O O O O O B_ORG O B_PER I_PER O B_LOC O	Это будет первое серьёзное испытание для нового Чемпиона мира ФИДЕ — Веселина Топалова ( Болгария )	False
O O O O O O O O B_ORG O B_PER I_PER O B_LOC O	Будет играть в турнире и обладатель Кубка мира ФИДЕ — Левон Аронян ( Армения )	False
O O O O O O O O B_PER I_PER O B_LOC O O B_PER I_PER O B_LOC O O B_PER I_PER O B_LOC O O B_PER I_PER O B_LOC O	Будут также играть такие сильные шахматисты , как Вишванатан Ананд ( Индия ) , Василий Иванчук ( Украина ) , Петер Леко ( Венгрия ) , Борис Гельфанд ( Израиль )	False
O O O O O O B_PER I_PER	После длительного перерыва играет в супертурнире Гата Камский	False
O O O O O O O O B_LOC B_PER I_PER	И юный ( 15 лет ) гроссмейстер из Украины Сергей Карякин	False
O O O O O O O O O O O O O O O O O O O B_PER I_PER O B_LOC O	За неделю до начала турнира , отказался от участия , по причине болезни , « Классический чемпион мира » Владимир Крамник ( Россия )	False
O O O O O O O O O O O B_LOC O O O O O O	Впервые за последние годы в главном турнире не участвуют шахматисты из России , которые неоднократно выигрывали этот турнир	False
O O O O O O O O O O O O O O O	Положение о турнире Corus Chess Tournament будет проводится с 13 по 29 января 2006 года	True
O O O O O O O O O O O O O O O	В турнире А будут играть 14 гроссмейстеров по круговой системе ( каждый с каждым )	True
O O O O	Будет проведено 13 туров	True
O O O O O O O O O O O O O O O O O O O O O O O	Начало туров — 13 часов 30 минут ( средне европейское время , UTC + 1 , 15 часов 30 минут московского времени )	True
O O O O O O O O O O O O	Последний тур ( 29 января ) начинается в 12 часов 30 минут	True
O O O O O O O O O O O	Предусмотрены три выходных дня — 18 , 23 и 26 января	True
